id,datum,region,altersgruppe,arbeitslosenquote
2573,2019-10,Westschweiz und Tessin,25-49 Jahre,3.3
2574,2019-10,Westschweiz und Tessin,50-64 Jahre,2.8
2575,2019-10,Westschweiz und Tessin,65 und mehr,0.1
2584,2019-11,Arbeitslosenquote,alle,2.3
2577,2019-11,Deutsche Schweiz,25-49 Jahre,2.0
2578,2019-11,Deutsche Schweiz,50-64 Jahre,1.9
2579,2019-11,Deutsche Schweiz,65 und mehr,0.1
2580,2019-11,Westschweiz und Tessin,15-24 Jahre,3.2
2581,2019-11,Westschweiz und Tessin,25-49 Jahre,3.4
2582,2019-11,Westschweiz und Tessin,50-64 Jahre,3.0
2583,2019-11,Westschweiz und Tessin,65 und mehr,0.1
2592,2019-12,Arbeitslosenquote,alle,2.5
2585,2019-12,Deutsche Schweiz,25-49 Jahre,2.2
2586,2019-12,Deutsche Schweiz,50-64 Jahre,2.1
2587,2019-12,Deutsche Schweiz,65 und mehr,0.1
2588,2019-12,Westschweiz und Tessin,15-24 Jahre,3.3
2589,2019-12,Westschweiz und Tessin,25-49 Jahre,3.8
2590,2019-12,Westschweiz und Tessin,50-64 Jahre,3.4
2591,2019-12,Westschweiz und Tessin,65 und mehr,0.1
2600,2020-01,Arbeitslosenquote,alle,2.6
2593,2020-01,Deutsche Schweiz,25-49 Jahre,2.3
2594,2020-01,Deutsche Schweiz,50-64 Jahre,2.1
2595,2020-01,Deutsche Schweiz,65 und mehr,0.1
2596,2020-01,Westschweiz und Tessin,15-24 Jahre,4.0
2597,2020-01,Westschweiz und Tessin,25-49 Jahre,4.0
2598,2020-01,Westschweiz und Tessin,50-64 Jahre,3.4
2599,2020-01,Westschweiz und Tessin,65 und mehr,0.1
2608,2020-02,Arbeitslosenquote,alle,2.6
2601,2020-02,Deutsche Schweiz,25-49 Jahre,2.3
2602,2020-02,Deutsche Schweiz,50-64 Jahre,2.0
2603,2020-02,Deutsche Schweiz,65 und mehr,0.1
2604,2020-02,Westschweiz und Tessin,15-24 Jahre,3.8
2605,2020-02,Westschweiz und Tessin,25-49 Jahre,3.8
2606,2020-02,Westschweiz und Tessin,50-64 Jahre,3.2
2607,2020-02,Westschweiz und Tessin,65 und mehr,0.1
2616,2020-03,Arbeitslosenquote,alle,3.0
2609,2020-03,Deutsche Schweiz,25-49 Jahre,2.7
2610,2020-03,Deutsche Schweiz,50-64 Jahre,2.3
2611,2020-03,Deutsche Schweiz,65 und mehr,0.1
2612,2020-03,Westschweiz und Tessin,15-24 Jahre,4.6
2613,2020-03,Westschweiz und Tessin,25-49 Jahre,4.4
2614,2020-03,Westschweiz und Tessin,50-64 Jahre,3.6
2615,2020-03,Westschweiz und Tessin,65 und mehr,0.1
2624,2020-04,Arbeitslosenquote,alle,3.3
2617,2020-04,Deutsche Schweiz,25-49 Jahre,3.1
2618,2020-04,Deutsche Schweiz,50-64 Jahre,2.5
2619,2020-04,Deutsche Schweiz,65 und mehr,0.1
2620,2020-04,Westschweiz und Tessin,15-24 Jahre,5.2
2621,2020-04,Westschweiz und Tessin,25-49 Jahre,5.0
2622,2020-04,Westschweiz und Tessin,50-64 Jahre,3.9
2623,2020-04,Westschweiz und Tessin,65 und mehr,0.1
2632,2020-05,Arbeitslosenquote,alle,3.4
2625,2020-05,Deutsche Schweiz,25-49 Jahre,3.2
2626,2020-05,Deutsche Schweiz,50-64 Jahre,2.5
2627,2020-05,Deutsche Schweiz,65 und mehr,0.1
2628,2020-05,Westschweiz und Tessin,15-24 Jahre,5.3
2629,2020-05,Westschweiz und Tessin,25-49 Jahre,5.0
2630,2020-05,Westschweiz und Tessin,50-64 Jahre,3.9
2631,2020-05,Westschweiz und Tessin,65 und mehr,0.1
2640,2020-06,Arbeitslosenquote,alle,3.3
2633,2020-06,Deutsche Schweiz,25-49 Jahre,3.1
2634,2020-06,Deutsche Schweiz,50-64 Jahre,2.5
2635,2020-06,Deutsche Schweiz,65 und mehr,0.1
2636,2020-06,Westschweiz und Tessin,15-24 Jahre,5.1
2637,2020-06,Westschweiz und Tessin,25-49 Jahre,4.7
2638,2020-06,Westschweiz und Tessin,50-64 Jahre,3.6
2639,2020-06,Westschweiz und Tessin,65 und mehr,0.1
2648,2020-07,Arbeitslosenquote,alle,3.2
2641,2020-07,Deutsche Schweiz,25-49 Jahre,3.0
2642,2020-07,Deutsche Schweiz,50-64 Jahre,2.5
2643,2020-07,Deutsche Schweiz,65 und mehr,0.1
2644,2020-07,Westschweiz und Tessin,15-24 Jahre,5.4
2645,2020-07,Westschweiz und Tessin,25-49 Jahre,4.6
2646,2020-07,Westschweiz und Tessin,50-64 Jahre,3.6
2647,2020-07,Westschweiz und Tessin,65 und mehr,0.1
2656,2020-08,Arbeitslosenquote,alle,3.3
2649,2020-08,Deutsche Schweiz,25-49 Jahre,3.0
2650,2020-08,Deutsche Schweiz,50-64 Jahre,2.5
2651,2020-08,Deutsche Schweiz,65 und mehr,0.1
2652,2020-08,Westschweiz und Tessin,15-24 Jahre,6.1
2653,2020-08,Westschweiz und Tessin,25-49 Jahre,4.6
2654,2020-08,Westschweiz und Tessin,50-64 Jahre,3.6
2655,2020-08,Westschweiz und Tessin,65 und mehr,0.1
2664,2020-09,Arbeitslosenquote,alle,3.2
2657,2020-09,Deutsche Schweiz,25-49 Jahre,2.9
2658,2020-09,Deutsche Schweiz,50-64 Jahre,2.5
2659,2020-09,Deutsche Schweiz,65 und mehr,0.1
2660,2020-09,Westschweiz und Tessin,15-24 Jahre,5.8
2661,2020-09,Westschweiz und Tessin,25-49 Jahre,4.5
2662,2020-09,Westschweiz und Tessin,50-64 Jahre,3.6
2663,2020-09,Westschweiz und Tessin,65 und mehr,0.1
2672,2020-10,Arbeitslosenquote,alle,3.2
2665,2020-10,Deutsche Schweiz,25-49 Jahre,3.0
2666,2020-10,Deutsche Schweiz,50-64 Jahre,2.6
2667,2020-10,Deutsche Schweiz,65 und mehr,0.1
2668,2020-10,Westschweiz und Tessin,15-24 Jahre,5.3
2669,2020-10,Westschweiz und Tessin,25-49 Jahre,4.5
2670,2020-10,Westschweiz und Tessin,50-64 Jahre,3.7
2671,2020-10,Westschweiz und Tessin,65 und mehr,0.1
2680,2020-11,Arbeitslosenquote,alle,3.3
2673,2020-11,Deutsche Schweiz,25-49 Jahre,3.1
2674,2020-11,Deutsche Schweiz,50-64 Jahre,2.7
2675,2020-11,Deutsche Schweiz,65 und mehr,0.1
2676,2020-11,Westschweiz und Tessin,15-24 Jahre,5.3
2677,2020-11,Westschweiz und Tessin,25-49 Jahre,4.7
2678,2020-11,Westschweiz und Tessin,50-64 Jahre,3.9
2679,2020-11,Westschweiz und Tessin,65 und mehr,0.1
2688,2020-12,Arbeitslosenquote,alle,3.6
2681,2020-12,Deutsche Schweiz,25-49 Jahre,3.3
2682,2020-12,Deutsche Schweiz,50-64 Jahre,2.9
2683,2020-12,Deutsche Schweiz,65 und mehr,0.1
2684,2020-12,Westschweiz und Tessin,15-24 Jahre,5.3
2685,2020-12,Westschweiz und Tessin,25-49 Jahre,5.1
2686,2020-12,Westschweiz und Tessin,50-64 Jahre,4.2
2687,2020-12,Westschweiz und Tessin,65 und mehr,0.1
2696,2021-01,Arbeitslosenquote,alle,3.7
2689,2021-01,Deutsche Schweiz,25-49 Jahre,3.4
2690,2021-01,Deutsche Schweiz,50-64 Jahre,3.0
2691,2021-01,Deutsche Schweiz,65 und mehr,0.1
2692,2021-01,Westschweiz und Tessin,15-24 Jahre,5.4
2693,2021-01,Westschweiz und Tessin,25-49 Jahre,5.3
2694,2021-01,Westschweiz und Tessin,50-64 Jahre,4.4
2695,2021-01,Westschweiz und Tessin,65 und mehr,0.1
2704,2021-02,Arbeitslosenquote,alle,3.7
2697,2021-02,Deutsche Schweiz,25-49 Jahre,3.4
2698,2021-02,Deutsche Schweiz,50-64 Jahre,3.0
2699,2021-02,Deutsche Schweiz,65 und mehr,0.1
2700,2021-02,Westschweiz und Tessin,15-24 Jahre,5.1
2701,2021-02,Westschweiz und Tessin,25-49 Jahre,5.1
2702,2021-02,Westschweiz und Tessin,50-64 Jahre,4.4
2703,2021-02,Westschweiz und Tessin,65 und mehr,0.1
2712,2021-03,Arbeitslosenquote,alle,3.4
2705,2021-03,Deutsche Schweiz,25-49 Jahre,3.2
2706,2021-03,Deutsche Schweiz,50-64 Jahre,2.9
2707,2021-03,Deutsche Schweiz,65 und mehr,0.1
2708,2021-03,Westschweiz und Tessin,15-24 Jahre,4.6
2709,2021-03,Westschweiz und Tessin,25-49 Jahre,4.7
2710,2021-03,Westschweiz und Tessin,50-64 Jahre,4.1
2711,2021-03,Westschweiz und Tessin,65 und mehr,0.2
2720,2021-04,Arbeitslosenquote,alle,3.3
2713,2021-04,Deutsche Schweiz,25-49 Jahre,3.1
2714,2021-04,Deutsche Schweiz,50-64 Jahre,2.8
2715,2021-04,Deutsche Schweiz,65 und mehr,0.1
2716,2021-04,Westschweiz und Tessin,15-24 Jahre,4.1
2717,2021-04,Westschweiz und Tessin,25-49 Jahre,4.5
2718,2021-04,Westschweiz und Tessin,50-64 Jahre,4.0
2719,2021-04,Westschweiz und Tessin,65 und mehr,0.2
2728,2021-05,Arbeitslosenquote,alle,3.1
2721,2021-05,Deutsche Schweiz,25-49 Jahre,2.9
2722,2021-05,Deutsche Schweiz,50-64 Jahre,2.8
2723,2021-05,Deutsche Schweiz,65 und mehr,0.1
2724,2021-05,Westschweiz und Tessin,15-24 Jahre,3.7
2725,2021-05,Westschweiz und Tessin,25-49 Jahre,4.2
2726,2021-05,Westschweiz und Tessin,50-64 Jahre,3.8
2727,2021-05,Westschweiz und Tessin,65 und mehr,0.2
2736,2021-06,Arbeitslosenquote,alle,2.9
2729,2021-06,Deutsche Schweiz,25-49 Jahre,2.7
2730,2021-06,Deutsche Schweiz,50-64 Jahre,2.6
2731,2021-06,Deutsche Schweiz,65 und mehr,0.1
2732,2021-06,Westschweiz und Tessin,15-24 Jahre,3.5
2733,2021-06,Westschweiz und Tessin,25-49 Jahre,3.9
2734,2021-06,Westschweiz und Tessin,50-64 Jahre,3.6
2735,2021-06,Westschweiz und Tessin,65 und mehr,0.1
2744,2021-07,Arbeitslosenquote,alle,2.8
2737,2021-07,Deutsche Schweiz,25-49 Jahre,2.5
2738,2021-07,Deutsche Schweiz,50-64 Jahre,2.5
2739,2021-07,Deutsche Schweiz,65 und mehr,0.1
2740,2021-07,Westschweiz und Tessin,15-24 Jahre,3.7
2741,2021-07,Westschweiz und Tessin,25-49 Jahre,3.9
2742,2021-07,Westschweiz und Tessin,50-64 Jahre,3.5
2743,2021-07,Westschweiz und Tessin,65 und mehr,0.1
2752,2021-08,Arbeitslosenquote,alle,2.7
2745,2021-08,Deutsche Schweiz,25-49 Jahre,2.4
2746,2021-08,Deutsche Schweiz,50-64 Jahre,2.4
2747,2021-08,Deutsche Schweiz,65 und mehr,0.1
2748,2021-08,Westschweiz und Tessin,15-24 Jahre,4.3
2749,2021-08,Westschweiz und Tessin,25-49 Jahre,3.8
2750,2021-08,Westschweiz und Tessin,50-64 Jahre,3.5
2751,2021-08,Westschweiz und Tessin,65 und mehr,0.1
2760,2021-09,Arbeitslosenquote,alle,2.6
2753,2021-09,Deutsche Schweiz,25-49 Jahre,2.3
2754,2021-09,Deutsche Schweiz,50-64 Jahre,2.3
2755,2021-09,Deutsche Schweiz,65 und mehr,0.1
2756,2021-09,Westschweiz und Tessin,15-24 Jahre,4.0
2757,2021-09,Westschweiz und Tessin,25-49 Jahre,3.6
2758,2021-09,Westschweiz und Tessin,50-64 Jahre,3.3
2759,2021-09,Westschweiz und Tessin,65 und mehr,0.1
2768,2021-10,Arbeitslosenquote,alle,2.5
2761,2021-10,Deutsche Schweiz,25-49 Jahre,2.3
2762,2021-10,Deutsche Schweiz,50-64 Jahre,2.3
2763,2021-10,Deutsche Schweiz,65 und mehr,0.1
2764,2021-10,Westschweiz und Tessin,15-24 Jahre,3.7
2765,2021-10,Westschweiz und Tessin,25-49 Jahre,3.6
2766,2021-10,Westschweiz und Tessin,50-64 Jahre,3.3
2767,2021-10,Westschweiz und Tessin,65 und mehr,0.1
2776,2021-11,Arbeitslosenquote,alle,2.5
2769,2021-11,Deutsche Schweiz,25-49 Jahre,2.2
2770,2021-11,Deutsche Schweiz,50-64 Jahre,2.3
2771,2021-11,Deutsche Schweiz,65 und mehr,0.1
2772,2021-11,Westschweiz und Tessin,15-24 Jahre,3.5
2773,2021-11,Westschweiz und Tessin,25-49 Jahre,3.6
2774,2021-11,Westschweiz und Tessin,50-64 Jahre,3.4
2775,2021-11,Westschweiz und Tessin,65 und mehr,0.1
2784,2021-12,Arbeitslosenquote,alle,2.6
2777,2021-12,Deutsche Schweiz,25-49 Jahre,2.4
2778,2021-12,Deutsche Schweiz,50-64 Jahre,2.3
2779,2021-12,Deutsche Schweiz,65 und mehr,0.1
2780,2021-12,Westschweiz und Tessin,15-24 Jahre,3.4
2781,2021-12,Westschweiz und Tessin,25-49 Jahre,3.8
2782,2021-12,Westschweiz und Tessin,50-64 Jahre,3.6
2783,2021-12,Westschweiz und Tessin,65 und mehr,0.1
2792,2022-01,Arbeitslosenquote,alle,2.7
2785,2022-01,Deutsche Schweiz,25-49 Jahre,2.4
2786,2022-01,Deutsche Schweiz,50-64 Jahre,2.3
2787,2022-01,Deutsche Schweiz,65 und mehr,0.1
2788,2022-01,Westschweiz und Tessin,15-24 Jahre,3.4
2789,2022-01,Westschweiz und Tessin,25-49 Jahre,3.9
2790,2022-01,Westschweiz und Tessin,50-64 Jahre,3.7
2791,2022-01,Westschweiz und Tessin,65 und mehr,0.2
2800,2022-02,Arbeitslosenquote,alle,2.6
2793,2022-02,Deutsche Schweiz,25-49 Jahre,2.3
2794,2022-02,Deutsche Schweiz,50-64 Jahre,2.3
2795,2022-02,Deutsche Schweiz,65 und mehr,0.1
2796,2022-02,Westschweiz und Tessin,15-24 Jahre,3.3
2797,2022-02,Westschweiz und Tessin,25-49 Jahre,3.7
2798,2022-02,Westschweiz und Tessin,50-64 Jahre,3.5
2799,2022-02,Westschweiz und Tessin,65 und mehr,0.2
2808,2022-03,Arbeitslosenquote,alle,2.4
2801,2022-03,Deutsche Schweiz,25-49 Jahre,2.1
2802,2022-03,Deutsche Schweiz,50-64 Jahre,2.1
2803,2022-03,Deutsche Schweiz,65 und mehr,0.1
2804,2022-03,Westschweiz und Tessin,15-24 Jahre,3.1
2805,2022-03,Westschweiz und Tessin,25-49 Jahre,3.4
2806,2022-03,Westschweiz und Tessin,50-64 Jahre,3.2
2807,2022-03,Westschweiz und Tessin,65 und mehr,0.2
2816,2022-04,Arbeitslosenquote,alle,2.3
2809,2022-04,Deutsche Schweiz,25-49 Jahre,2.0
2810,2022-04,Deutsche Schweiz,50-64 Jahre,2.1
2811,2022-04,Deutsche Schweiz,65 und mehr,0.1
2812,2022-04,Westschweiz und Tessin,15-24 Jahre,2.8
2813,2022-04,Westschweiz und Tessin,25-49 Jahre,3.3
2814,2022-04,Westschweiz und Tessin,50-64 Jahre,3.1
2815,2022-04,Westschweiz und Tessin,65 und mehr,0.1
2824,2022-05,Arbeitslosenquote,alle,2.1
2817,2022-05,Deutsche Schweiz,25-49 Jahre,1.9
2818,2022-05,Deutsche Schweiz,50-64 Jahre,1.9
2819,2022-05,Deutsche Schweiz,65 und mehr,0.1
2820,2022-05,Westschweiz und Tessin,15-24 Jahre,2.7
2821,2022-05,Westschweiz und Tessin,25-49 Jahre,3.1
2822,2022-05,Westschweiz und Tessin,50-64 Jahre,2.9
2823,2022-05,Westschweiz und Tessin,65 und mehr,0.1
2832,2022-06,Arbeitslosenquote,alle,2.0
2825,2022-06,Deutsche Schweiz,25-49 Jahre,1.8
2826,2022-06,Deutsche Schweiz,50-64 Jahre,1.8
2827,2022-06,Deutsche Schweiz,65 und mehr,0.1
2828,2022-06,Westschweiz und Tessin,15-24 Jahre,2.6
2829,2022-06,Westschweiz und Tessin,25-49 Jahre,2.9
2830,2022-06,Westschweiz und Tessin,50-64 Jahre,2.8
2831,2022-06,Westschweiz und Tessin,65 und mehr,0.1
2840,2022-07,Arbeitslosenquote,alle,2.0
2833,2022-07,Deutsche Schweiz,25-49 Jahre,1.7
2834,2022-07,Deutsche Schweiz,50-64 Jahre,1.7
2835,2022-07,Deutsche Schweiz,65 und mehr,0.1
2836,2022-07,Westschweiz und Tessin,15-24 Jahre,2.7
2837,2022-07,Westschweiz und Tessin,25-49 Jahre,2.9
2838,2022-07,Westschweiz und Tessin,50-64 Jahre,2.7
2839,2022-07,Westschweiz und Tessin,65 und mehr,0.1
2848,2022-08,Arbeitslosenquote,alle,2.0
2841,2022-08,Deutsche Schweiz,25-49 Jahre,1.7
2842,2022-08,Deutsche Schweiz,50-64 Jahre,1.7
2843,2022-08,Deutsche Schweiz,65 und mehr,0.1
2844,2022-08,Westschweiz und Tessin,15-24 Jahre,3.3
2845,2022-08,Westschweiz und Tessin,25-49 Jahre,2.9
2846,2022-08,Westschweiz und Tessin,50-64 Jahre,2.7
2847,2022-08,Westschweiz und Tessin,65 und mehr,0.1
2856,2022-09,Arbeitslosenquote,alle,1.9
2849,2022-09,Deutsche Schweiz,25-49 Jahre,1.6
2850,2022-09,Deutsche Schweiz,50-64 Jahre,1.6
2851,2022-09,Deutsche Schweiz,65 und mehr,0.1
2852,2022-09,Westschweiz und Tessin,15-24 Jahre,3.4
2853,2022-09,Westschweiz und Tessin,25-49 Jahre,2.9
2854,2022-09,Westschweiz und Tessin,50-64 Jahre,2.7
2855,2022-09,Westschweiz und Tessin,65 und mehr,0.1
2864,2022-10,Arbeitslosenquote,alle,1.9
2857,2022-10,Deutsche Schweiz,25-49 Jahre,1.7
2858,2022-10,Deutsche Schweiz,50-64 Jahre,1.7
2859,2022-10,Deutsche Schweiz,65 und mehr,0.1
2860,2022-10,Westschweiz und Tessin,15-24 Jahre,3.1
2861,2022-10,Westschweiz und Tessin,25-49 Jahre,2.9
2862,2022-10,Westschweiz und Tessin,50-64 Jahre,2.7
2863,2022-10,Westschweiz und Tessin,65 und mehr,0.1
2872,2022-11,Arbeitslosenquote,alle,2.0
2865,2022-11,Deutsche Schweiz,25-49 Jahre,1.7
2866,2022-11,Deutsche Schweiz,50-64 Jahre,1.7
2867,2022-11,Deutsche Schweiz,65 und mehr,0.1
2868,2022-11,Westschweiz und Tessin,15-24 Jahre,3.1
2869,2022-11,Westschweiz und Tessin,25-49 Jahre,3.0
2870,2022-11,Westschweiz und Tessin,50-64 Jahre,2.8
2871,2022-11,Westschweiz und Tessin,65 und mehr,0.1
2880,2022-12,Arbeitslosenquote,alle,2.1
2873,2022-12,Deutsche Schweiz,25-49 Jahre,1.8
2874,2022-12,Deutsche Schweiz,50-64 Jahre,1.7
2875,2022-12,Deutsche Schweiz,65 und mehr,0.1
2876,2022-12,Westschweiz und Tessin,15-24 Jahre,3.2
2877,2022-12,Westschweiz und Tessin,25-49 Jahre,3.3
2878,2022-12,Westschweiz und Tessin,50-64 Jahre,3.0
2879,2022-12,Westschweiz und Tessin,65 und mehr,0.1
2888,2023-01,Arbeitslosenquote,alle,2.2
2881,2023-01,Deutsche Schweiz,25-49 Jahre,1.9
2882,2023-01,Deutsche Schweiz,50-64 Jahre,1.8
2883,2023-01,Deutsche Schweiz,65 und mehr,0.1
2884,2023-01,Westschweiz und Tessin,15-24 Jahre,3.2
2885,2023-01,Westschweiz und Tessin,25-49 Jahre,3.4
2886,2023-01,Westschweiz und Tessin,50-64 Jahre,3.1
2887,2023-01,Westschweiz und Tessin,65 und mehr,0.2
2896,2023-02,Arbeitslosenquote,alle,2.1
2889,2023-02,Deutsche Schweiz,25-49 Jahre,1.9
2890,2023-02,Deutsche Schweiz,50-64 Jahre,1.7
2891,2023-02,Deutsche Schweiz,65 und mehr,0.1
2892,2023-02,Westschweiz und Tessin,15-24 Jahre,3.2
2893,2023-02,Westschweiz und Tessin,25-49 Jahre,3.3
2894,2023-02,Westschweiz und Tessin,50-64 Jahre,3.0
2895,2023-02,Westschweiz und Tessin,65 und mehr,0.1
2904,2023-03,Arbeitslosenquote,alle,2.0
2897,2023-03,Deutsche Schweiz,25-49 Jahre,1.8
2898,2023-03,Deutsche Schweiz,50-64 Jahre,1.7
2899,2023-03,Deutsche Schweiz,65 und mehr,0.1
2900,2023-03,Westschweiz und Tessin,15-24 Jahre,2.8
2901,2023-03,Westschweiz und Tessin,25-49 Jahre,3.1
2902,2023-03,Westschweiz und Tessin,50-64 Jahre,2.7
2903,2023-03,Westschweiz und Tessin,65 und mehr,0.1
2912,2023-04,Arbeitslosenquote,alle,2.0
2905,2023-04,Deutsche Schweiz,25-49 Jahre,1.8
2906,2023-04,Deutsche Schweiz,50-64 Jahre,1.6
2907,2023-04,Deutsche Schweiz,65 und mehr,0.1
2908,2023-04,Westschweiz und Tessin,15-24 Jahre,2.7
2909,2023-04,Westschweiz und Tessin,25-49 Jahre,3.0
2910,2023-04,Westschweiz und Tessin,50-64 Jahre,2.7
2911,2023-04,Westschweiz und Tessin,65 und mehr,0.1
2920,2023-05,Arbeitslosenquote,alle,1.9
2913,2023-05,Deutsche Schweiz,25-49 Jahre,1.7
2914,2023-05,Deutsche Schweiz,50-64 Jahre,1.6
2915,2023-05,Deutsche Schweiz,65 und mehr,0.1
2916,2023-05,Westschweiz und Tessin,15-24 Jahre,2.6
2917,2023-05,Westschweiz und Tessin,25-49 Jahre,2.9
2918,2023-05,Westschweiz und Tessin,50-64 Jahre,2.6
2919,2023-05,Westschweiz und Tessin,65 und mehr,0.1
2928,2023-06,Arbeitslosenquote,alle,1.9
2921,2023-06,Deutsche Schweiz,25-49 Jahre,1.7
2922,2023-06,Deutsche Schweiz,50-64 Jahre,1.5
2923,2023-06,Deutsche Schweiz,65 und mehr,0.1
2924,2023-06,Westschweiz und Tessin,15-24 Jahre,2.5
2925,2023-06,Westschweiz und Tessin,25-49 Jahre,2.8
2926,2023-06,Westschweiz und Tessin,50-64 Jahre,2.5
2927,2023-06,Westschweiz und Tessin,65 und mehr,0.1
2936,2023-07,Arbeitslosenquote,alle,1.9
2929,2023-07,Deutsche Schweiz,25-49 Jahre,1.7
2930,2023-07,Deutsche Schweiz,50-64 Jahre,1.5
2931,2023-07,Deutsche Schweiz,65 und mehr,0.1
2932,2023-07,Westschweiz und Tessin,15-24 Jahre,2.7
2933,2023-07,Westschweiz und Tessin,25-49 Jahre,3.0
2934,2023-07,Westschweiz und Tessin,50-64 Jahre,2.5
2935,2023-07,Westschweiz und Tessin,65 und mehr,0.1
2944,2023-08,Arbeitslosenquote,alle,2.0
2937,2023-08,Deutsche Schweiz,25-49 Jahre,1.7
2938,2023-08,Deutsche Schweiz,50-64 Jahre,1.5
2939,2023-08,Deutsche Schweiz,65 und mehr,0.1
2940,2023-08,Westschweiz und Tessin,15-24 Jahre,3.4
2941,2023-08,Westschweiz und Tessin,25-49 Jahre,3.0
2942,2023-08,Westschweiz und Tessin,50-64 Jahre,2.6
2943,2023-08,Westschweiz und Tessin,65 und mehr,0.1
2952,2023-09,Arbeitslosenquote,alle,2.0
2945,2023-09,Deutsche Schweiz,25-49 Jahre,1.7
2946,2023-09,Deutsche Schweiz,50-64 Jahre,1.5
2947,2023-09,Deutsche Schweiz,65 und mehr,0.1
2948,2023-09,Westschweiz und Tessin,15-24 Jahre,3.6
2949,2023-09,Westschweiz und Tessin,25-49 Jahre,3.1
2950,2023-09,Westschweiz und Tessin,50-64 Jahre,2.5
2951,2023-09,Westschweiz und Tessin,65 und mehr,0.1
2960,2023-10,Arbeitslosenquote,alle,2.0
2953,2023-10,Deutsche Schweiz,25-49 Jahre,1.8
2954,2023-10,Deutsche Schweiz,50-64 Jahre,1.6
2955,2023-10,Deutsche Schweiz,65 und mehr,0.1
2956,2023-10,Westschweiz und Tessin,15-24 Jahre,3.4
2957,2023-10,Westschweiz und Tessin,25-49 Jahre,3.2
2958,2023-10,Westschweiz und Tessin,50-64 Jahre,2.6
2959,2023-10,Westschweiz und Tessin,65 und mehr,0.1
2968,2023-11,Arbeitslosenquote,alle,2.1
2961,2023-11,Deutsche Schweiz,25-49 Jahre,1.9
2962,2023-11,Deutsche Schweiz,50-64 Jahre,1.7
2963,2023-11,Deutsche Schweiz,65 und mehr,0.1
2964,2023-11,Westschweiz und Tessin,15-24 Jahre,3.5
2965,2023-11,Westschweiz und Tessin,25-49 Jahre,3.3
2966,2023-11,Westschweiz und Tessin,50-64 Jahre,2.8
2967,2023-11,Westschweiz und Tessin,65 und mehr,0.1
2976,2023-12,Arbeitslosenquote,alle,2.3
2969,2023-12,Deutsche Schweiz,25-49 Jahre,2.1
2970,2023-12,Deutsche Schweiz,50-64 Jahre,1.8
2971,2023-12,Deutsche Schweiz,65 und mehr,0.1
2972,2023-12,Westschweiz und Tessin,15-24 Jahre,3.6
2973,2023-12,Westschweiz und Tessin,25-49 Jahre,3.6
2974,2023-12,Westschweiz und Tessin,50-64 Jahre,3.1
2975,2023-12,Westschweiz und Tessin,65 und mehr,0.1
2984,2024-01,Arbeitslosenquote,alle,2.5
2977,2024-01,Deutsche Schweiz,25-49 Jahre,2.2
2978,2024-01,Deutsche Schweiz,50-64 Jahre,1.9
2979,2024-01,Deutsche Schweiz,65 und mehr,0.1
2980,2024-01,Westschweiz und Tessin,15-24 Jahre,3.7
2981,2024-01,Westschweiz und Tessin,25-49 Jahre,3.8
2982,2024-01,Westschweiz und Tessin,50-64 Jahre,3.3
2983,2024-01,Westschweiz und Tessin,65 und mehr,0.1
2992,2024-02,Arbeitslosenquote,alle,2.4
2985,2024-02,Deutsche Schweiz,25-49 Jahre,2.2
2986,2024-02,Deutsche Schweiz,50-64 Jahre,1.9
2987,2024-02,Deutsche Schweiz,65 und mehr,0.1
2988,2024-02,Westschweiz und Tessin,15-24 Jahre,3.6
2989,2024-02,Westschweiz und Tessin,25-49 Jahre,3.7
2990,2024-02,Westschweiz und Tessin,50-64 Jahre,3.2
2991,2024-02,Westschweiz und Tessin,65 und mehr,0.1
3000,2024-03,Arbeitslosenquote,alle,2.4
2993,2024-03,Deutsche Schweiz,25-49 Jahre,2.2
2994,2024-03,Deutsche Schweiz,50-64 Jahre,1.9
2995,2024-03,Deutsche Schweiz,65 und mehr,0.1
2996,2024-03,Westschweiz und Tessin,15-24 Jahre,3.3
2997,2024-03,Westschweiz und Tessin,25-49 Jahre,3.6
2998,2024-03,Westschweiz und Tessin,50-64 Jahre,3.0
2999,2024-03,Westschweiz und Tessin,65 und mehr,0.1
