id,datum,region,altersgruppe,arbeitslosenquote
1679,2010-06,Westschweiz und Tessin,65 und mehr,0.1
1688,2010-07,Arbeitslosenquote,alle,3.3
1681,2010-07,Deutsche Schweiz,25-49 Jahre,2.8
1682,2010-07,Deutsche Schweiz,50-64 Jahre,2.6
1683,2010-07,Deutsche Schweiz,65 und mehr,0.1
1684,2010-07,Westschweiz und Tessin,15-24 Jahre,5.4
1685,2010-07,Westschweiz und Tessin,25-49 Jahre,4.8
1686,2010-07,Westschweiz und Tessin,50-64 Jahre,3.8
1687,2010-07,Westschweiz und Tessin,65 und mehr,0.1
1696,2010-08,Arbeitslosenquote,alle,3.3
1689,2010-08,Deutsche Schweiz,25-49 Jahre,2.8
1690,2010-08,Deutsche Schweiz,50-64 Jahre,2.5
1691,2010-08,Deutsche Schweiz,65 und mehr,0.2
1692,2010-08,Westschweiz und Tessin,15-24 Jahre,6.0
1693,2010-08,Westschweiz und Tessin,25-49 Jahre,4.8
1694,2010-08,Westschweiz und Tessin,50-64 Jahre,3.8
1695,2010-08,Westschweiz und Tessin,65 und mehr,0.1
1704,2010-09,Arbeitslosenquote,alle,3.2
1697,2010-09,Deutsche Schweiz,25-49 Jahre,2.7
1698,2010-09,Deutsche Schweiz,50-64 Jahre,2.5
1699,2010-09,Deutsche Schweiz,65 und mehr,0.2
1700,2010-09,Westschweiz und Tessin,15-24 Jahre,6.0
1701,2010-09,Westschweiz und Tessin,25-49 Jahre,4.7
1702,2010-09,Westschweiz und Tessin,50-64 Jahre,3.8
1703,2010-09,Westschweiz und Tessin,65 und mehr,0.2
1712,2010-10,Arbeitslosenquote,alle,3.2
1705,2010-10,Deutsche Schweiz,25-49 Jahre,2.7
1706,2010-10,Deutsche Schweiz,50-64 Jahre,2.5
1707,2010-10,Deutsche Schweiz,65 und mehr,0.1
1708,2010-10,Westschweiz und Tessin,15-24 Jahre,5.8
1709,2010-10,Westschweiz und Tessin,25-49 Jahre,4.8
1710,2010-10,Westschweiz und Tessin,50-64 Jahre,3.9
1711,2010-10,Westschweiz und Tessin,65 und mehr,0.2
1720,2010-11,Arbeitslosenquote,alle,3.3
1713,2010-11,Deutsche Schweiz,25-49 Jahre,2.8
1714,2010-11,Deutsche Schweiz,50-64 Jahre,2.5
1715,2010-11,Deutsche Schweiz,65 und mehr,0.1
1716,2010-11,Westschweiz und Tessin,15-24 Jahre,5.7
1717,2010-11,Westschweiz und Tessin,25-49 Jahre,5.0
1718,2010-11,Westschweiz und Tessin,50-64 Jahre,4.0
1719,2010-11,Westschweiz und Tessin,65 und mehr,0.2
1728,2010-12,Arbeitslosenquote,alle,3.4
1721,2010-12,Deutsche Schweiz,25-49 Jahre,2.9
1722,2010-12,Deutsche Schweiz,50-64 Jahre,2.6
1723,2010-12,Deutsche Schweiz,65 und mehr,0.1
1724,2010-12,Westschweiz und Tessin,15-24 Jahre,5.8
1725,2010-12,Westschweiz und Tessin,25-49 Jahre,5.4
1726,2010-12,Westschweiz und Tessin,50-64 Jahre,4.2
1727,2010-12,Westschweiz und Tessin,65 und mehr,0.2
1736,2011-01,Arbeitslosenquote,alle,3.4
1729,2011-01,Deutsche Schweiz,25-49 Jahre,2.9
1730,2011-01,Deutsche Schweiz,50-64 Jahre,2.6
1731,2011-01,Deutsche Schweiz,65 und mehr,0.1
1732,2011-01,Westschweiz und Tessin,15-24 Jahre,5.8
1733,2011-01,Westschweiz und Tessin,25-49 Jahre,5.4
1734,2011-01,Westschweiz und Tessin,50-64 Jahre,4.3
1735,2011-01,Westschweiz und Tessin,65 und mehr,0.2
1744,2011-02,Arbeitslosenquote,alle,3.3
1737,2011-02,Deutsche Schweiz,25-49 Jahre,2.8
1738,2011-02,Deutsche Schweiz,50-64 Jahre,2.5
1739,2011-02,Deutsche Schweiz,65 und mehr,0.1
1740,2011-02,Westschweiz und Tessin,15-24 Jahre,5.6
1741,2011-02,Westschweiz und Tessin,25-49 Jahre,5.2
1742,2011-02,Westschweiz und Tessin,50-64 Jahre,4.2
1743,2011-02,Westschweiz und Tessin,65 und mehr,0.2
1752,2011-03,Arbeitslosenquote,alle,3.1
1745,2011-03,Deutsche Schweiz,25-49 Jahre,2.6
1746,2011-03,Deutsche Schweiz,50-64 Jahre,2.5
1747,2011-03,Deutsche Schweiz,65 und mehr,0.1
1748,2011-03,Westschweiz und Tessin,15-24 Jahre,5.1
1749,2011-03,Westschweiz und Tessin,25-49 Jahre,4.8
1750,2011-03,Westschweiz und Tessin,50-64 Jahre,3.9
1751,2011-03,Westschweiz und Tessin,65 und mehr,0.2
1760,2011-04,Arbeitslosenquote,alle,2.9
1753,2011-04,Deutsche Schweiz,25-49 Jahre,2.4
1754,2011-04,Deutsche Schweiz,50-64 Jahre,2.3
1755,2011-04,Deutsche Schweiz,65 und mehr,0.1
1756,2011-04,Westschweiz und Tessin,15-24 Jahre,4.4
1757,2011-04,Westschweiz und Tessin,25-49 Jahre,4.4
1758,2011-04,Westschweiz und Tessin,50-64 Jahre,3.7
1759,2011-04,Westschweiz und Tessin,65 und mehr,0.2
1768,2011-05,Arbeitslosenquote,alle,2.7
1761,2011-05,Deutsche Schweiz,25-49 Jahre,2.3
1762,2011-05,Deutsche Schweiz,50-64 Jahre,2.2
1763,2011-05,Deutsche Schweiz,65 und mehr,0.1
1764,2011-05,Westschweiz und Tessin,15-24 Jahre,4.0
1765,2011-05,Westschweiz und Tessin,25-49 Jahre,4.1
1766,2011-05,Westschweiz und Tessin,50-64 Jahre,3.5
1767,2011-05,Westschweiz und Tessin,65 und mehr,0.2
1776,2011-06,Arbeitslosenquote,alle,2.6
1769,2011-06,Deutsche Schweiz,25-49 Jahre,2.2
1770,2011-06,Deutsche Schweiz,50-64 Jahre,2.1
1771,2011-06,Deutsche Schweiz,65 und mehr,0.1
1772,2011-06,Westschweiz und Tessin,15-24 Jahre,3.7
1773,2011-06,Westschweiz und Tessin,25-49 Jahre,4.0
1774,2011-06,Westschweiz und Tessin,50-64 Jahre,3.4
1775,2011-06,Westschweiz und Tessin,65 und mehr,0.2
1784,2011-07,Arbeitslosenquote,alle,2.5
1777,2011-07,Deutsche Schweiz,25-49 Jahre,2.1
1778,2011-07,Deutsche Schweiz,50-64 Jahre,2.0
1779,2011-07,Deutsche Schweiz,65 und mehr,0.1
1780,2011-07,Westschweiz und Tessin,15-24 Jahre,3.9
1781,2011-07,Westschweiz und Tessin,25-49 Jahre,3.9
1782,2011-07,Westschweiz und Tessin,50-64 Jahre,3.3
1783,2011-07,Westschweiz und Tessin,65 und mehr,0.2
1792,2011-08,Arbeitslosenquote,alle,2.6
1785,2011-08,Deutsche Schweiz,25-49 Jahre,2.1
1786,2011-08,Deutsche Schweiz,50-64 Jahre,2.0
1787,2011-08,Deutsche Schweiz,65 und mehr,0.1
1788,2011-08,Westschweiz und Tessin,15-24 Jahre,4.5
1789,2011-08,Westschweiz und Tessin,25-49 Jahre,3.9
1790,2011-08,Westschweiz und Tessin,50-64 Jahre,3.3
1791,2011-08,Westschweiz und Tessin,65 und mehr,0.2
1800,2011-09,Arbeitslosenquote,alle,2.6
1793,2011-09,Deutsche Schweiz,25-49 Jahre,2.1
1794,2011-09,Deutsche Schweiz,50-64 Jahre,2.0
1795,2011-09,Deutsche Schweiz,65 und mehr,0.1
1796,2011-09,Westschweiz und Tessin,15-24 Jahre,4.6
1797,2011-09,Westschweiz und Tessin,25-49 Jahre,3.9
1798,2011-09,Westschweiz und Tessin,50-64 Jahre,3.3
1799,2011-09,Westschweiz und Tessin,65 und mehr,0.2
1808,2011-10,Arbeitslosenquote,alle,2.7
1801,2011-10,Deutsche Schweiz,25-49 Jahre,2.2
1802,2011-10,Deutsche Schweiz,50-64 Jahre,2.0
1803,2011-10,Deutsche Schweiz,65 und mehr,0.1
1804,2011-10,Westschweiz und Tessin,15-24 Jahre,4.6
1805,2011-10,Westschweiz und Tessin,25-49 Jahre,4.1
1806,2011-10,Westschweiz und Tessin,50-64 Jahre,3.4
1807,2011-10,Westschweiz und Tessin,65 und mehr,0.2
1816,2011-11,Arbeitslosenquote,alle,2.8
1809,2011-11,Deutsche Schweiz,25-49 Jahre,2.4
1810,2011-11,Deutsche Schweiz,50-64 Jahre,2.1
1811,2011-11,Deutsche Schweiz,65 und mehr,0.1
1812,2011-11,Westschweiz und Tessin,15-24 Jahre,4.6
1813,2011-11,Westschweiz und Tessin,25-49 Jahre,4.3
1814,2011-11,Westschweiz und Tessin,50-64 Jahre,3.6
1815,2011-11,Westschweiz und Tessin,65 und mehr,0.1
1824,2011-12,Arbeitslosenquote,alle,3.0
1817,2011-12,Deutsche Schweiz,25-49 Jahre,2.5
1818,2011-12,Deutsche Schweiz,50-64 Jahre,2.2
1819,2011-12,Deutsche Schweiz,65 und mehr,0.1
1820,2011-12,Westschweiz und Tessin,15-24 Jahre,4.8
1821,2011-12,Westschweiz und Tessin,25-49 Jahre,4.8
1822,2011-12,Westschweiz und Tessin,50-64 Jahre,3.9
1823,2011-12,Westschweiz und Tessin,65 und mehr,0.1
1832,2012-01,Arbeitslosenquote,alle,3.1
1825,2012-01,Deutsche Schweiz,25-49 Jahre,2.6
1826,2012-01,Deutsche Schweiz,50-64 Jahre,2.3
1827,2012-01,Deutsche Schweiz,65 und mehr,0.1
1828,2012-01,Westschweiz und Tessin,15-24 Jahre,5.0
1829,2012-01,Westschweiz und Tessin,25-49 Jahre,4.9
1830,2012-01,Westschweiz und Tessin,50-64 Jahre,4.0
1831,2012-01,Westschweiz und Tessin,65 und mehr,0.2
1840,2012-02,Arbeitslosenquote,alle,3.1
1833,2012-02,Deutsche Schweiz,25-49 Jahre,2.6
1834,2012-02,Deutsche Schweiz,50-64 Jahre,2.3
1835,2012-02,Deutsche Schweiz,65 und mehr,0.1
1836,2012-02,Westschweiz und Tessin,15-24 Jahre,4.9
1837,2012-02,Westschweiz und Tessin,25-49 Jahre,4.8
1838,2012-02,Westschweiz und Tessin,50-64 Jahre,3.9
1839,2012-02,Westschweiz und Tessin,65 und mehr,0.2
1848,2012-03,Arbeitslosenquote,alle,2.9
1841,2012-03,Deutsche Schweiz,25-49 Jahre,2.5
1842,2012-03,Deutsche Schweiz,50-64 Jahre,2.2
1843,2012-03,Deutsche Schweiz,65 und mehr,0.1
1844,2012-03,Westschweiz und Tessin,15-24 Jahre,4.5
1845,2012-03,Westschweiz und Tessin,25-49 Jahre,4.5
1846,2012-03,Westschweiz und Tessin,50-64 Jahre,3.7
1847,2012-03,Westschweiz und Tessin,65 und mehr,0.2
1856,2012-04,Arbeitslosenquote,alle,2.8
1849,2012-04,Deutsche Schweiz,25-49 Jahre,2.5
1850,2012-04,Deutsche Schweiz,50-64 Jahre,2.2
1851,2012-04,Deutsche Schweiz,65 und mehr,0.1
1852,2012-04,Westschweiz und Tessin,15-24 Jahre,4.3
1853,2012-04,Westschweiz und Tessin,25-49 Jahre,4.3
1854,2012-04,Westschweiz und Tessin,50-64 Jahre,3.6
1855,2012-04,Westschweiz und Tessin,65 und mehr,0.2
1864,2012-05,Arbeitslosenquote,alle,2.7
1857,2012-05,Deutsche Schweiz,25-49 Jahre,2.4
1858,2012-05,Deutsche Schweiz,50-64 Jahre,2.2
1859,2012-05,Deutsche Schweiz,65 und mehr,0.1
1860,2012-05,Westschweiz und Tessin,15-24 Jahre,4.0
1861,2012-05,Westschweiz und Tessin,25-49 Jahre,4.2
1862,2012-05,Westschweiz und Tessin,50-64 Jahre,3.5
1863,2012-05,Westschweiz und Tessin,65 und mehr,0.2
1872,2012-06,Arbeitslosenquote,alle,2.7
1865,2012-06,Deutsche Schweiz,25-49 Jahre,2.3
1866,2012-06,Deutsche Schweiz,50-64 Jahre,2.1
1867,2012-06,Deutsche Schweiz,65 und mehr,0.1
1868,2012-06,Westschweiz und Tessin,15-24 Jahre,3.9
1869,2012-06,Westschweiz und Tessin,25-49 Jahre,4.1
1870,2012-06,Westschweiz und Tessin,50-64 Jahre,3.4
1871,2012-06,Westschweiz und Tessin,65 und mehr,0.1
1880,2012-07,Arbeitslosenquote,alle,2.7
1873,2012-07,Deutsche Schweiz,25-49 Jahre,2.3
1874,2012-07,Deutsche Schweiz,50-64 Jahre,2.1
1875,2012-07,Deutsche Schweiz,65 und mehr,0.1
1876,2012-07,Westschweiz und Tessin,15-24 Jahre,4.2
1877,2012-07,Westschweiz und Tessin,25-49 Jahre,4.1
1878,2012-07,Westschweiz und Tessin,50-64 Jahre,3.4
1879,2012-07,Westschweiz und Tessin,65 und mehr,0.2
1888,2012-08,Arbeitslosenquote,alle,2.8
1881,2012-08,Deutsche Schweiz,25-49 Jahre,2.3
1882,2012-08,Deutsche Schweiz,50-64 Jahre,2.1
1883,2012-08,Deutsche Schweiz,65 und mehr,0.1
1884,2012-08,Westschweiz und Tessin,15-24 Jahre,5.0
1885,2012-08,Westschweiz und Tessin,25-49 Jahre,4.2
1886,2012-08,Westschweiz und Tessin,50-64 Jahre,3.4
1887,2012-08,Westschweiz und Tessin,65 und mehr,0.2
1896,2012-09,Arbeitslosenquote,alle,2.8
1889,2012-09,Deutsche Schweiz,25-49 Jahre,2.3
1890,2012-09,Deutsche Schweiz,50-64 Jahre,2.1
1891,2012-09,Deutsche Schweiz,65 und mehr,0.1
1892,2012-09,Westschweiz und Tessin,15-24 Jahre,5.0
1893,2012-09,Westschweiz und Tessin,25-49 Jahre,4.2
1894,2012-09,Westschweiz und Tessin,50-64 Jahre,3.4
1895,2012-09,Westschweiz und Tessin,65 und mehr,0.1
1904,2012-10,Arbeitslosenquote,alle,2.9
1897,2012-10,Deutsche Schweiz,25-49 Jahre,2.5
1898,2012-10,Deutsche Schweiz,50-64 Jahre,2.2
1899,2012-10,Deutsche Schweiz,65 und mehr,0.1
1900,2012-10,Westschweiz und Tessin,15-24 Jahre,5.0
1901,2012-10,Westschweiz und Tessin,25-49 Jahre,4.4
1902,2012-10,Westschweiz und Tessin,50-64 Jahre,3.6
1903,2012-10,Westschweiz und Tessin,65 und mehr,0.1
1912,2012-11,Arbeitslosenquote,alle,3.1
1905,2012-11,Deutsche Schweiz,25-49 Jahre,2.6
1906,2012-11,Deutsche Schweiz,50-64 Jahre,2.3
1907,2012-11,Deutsche Schweiz,65 und mehr,0.1
1908,2012-11,Westschweiz und Tessin,15-24 Jahre,5.1
1909,2012-11,Westschweiz und Tessin,25-49 Jahre,4.7
1910,2012-11,Westschweiz und Tessin,50-64 Jahre,3.8
1911,2012-11,Westschweiz und Tessin,65 und mehr,0.2
1920,2012-12,Arbeitslosenquote,alle,3.3
1913,2012-12,Deutsche Schweiz,25-49 Jahre,2.8
1914,2012-12,Deutsche Schweiz,50-64 Jahre,2.4
1915,2012-12,Deutsche Schweiz,65 und mehr,0.1
1916,2012-12,Westschweiz und Tessin,15-24 Jahre,5.3
1917,2012-12,Westschweiz und Tessin,25-49 Jahre,5.2
1918,2012-12,Westschweiz und Tessin,50-64 Jahre,4.1
1919,2012-12,Westschweiz und Tessin,65 und mehr,0.1
1928,2013-01,Arbeitslosenquote,alle,3.4
1921,2013-01,Deutsche Schweiz,25-49 Jahre,3.0
1922,2013-01,Deutsche Schweiz,50-64 Jahre,2.5
1923,2013-01,Deutsche Schweiz,65 und mehr,0.1
1924,2013-01,Westschweiz und Tessin,15-24 Jahre,5.5
1925,2013-01,Westschweiz und Tessin,25-49 Jahre,5.4
1926,2013-01,Westschweiz und Tessin,50-64 Jahre,4.3
1927,2013-01,Westschweiz und Tessin,65 und mehr,0.1
1936,2013-02,Arbeitslosenquote,alle,3.4
1929,2013-02,Deutsche Schweiz,25-49 Jahre,2.9
1930,2013-02,Deutsche Schweiz,50-64 Jahre,2.5
1931,2013-02,Deutsche Schweiz,65 und mehr,0.1
1932,2013-02,Westschweiz und Tessin,15-24 Jahre,5.3
1933,2013-02,Westschweiz und Tessin,25-49 Jahre,5.3
1934,2013-02,Westschweiz und Tessin,50-64 Jahre,4.2
1935,2013-02,Westschweiz und Tessin,65 und mehr,0.1
1944,2013-03,Arbeitslosenquote,alle,3.2
1937,2013-03,Deutsche Schweiz,25-49 Jahre,2.8
1938,2013-03,Deutsche Schweiz,50-64 Jahre,2.4
1939,2013-03,Deutsche Schweiz,65 und mehr,0.1
1940,2013-03,Westschweiz und Tessin,15-24 Jahre,4.9
1941,2013-03,Westschweiz und Tessin,25-49 Jahre,4.9
1942,2013-03,Westschweiz und Tessin,50-64 Jahre,4.0
1943,2013-03,Westschweiz und Tessin,65 und mehr,0.2
1952,2013-04,Arbeitslosenquote,alle,3.1
1945,2013-04,Deutsche Schweiz,25-49 Jahre,2.8
1946,2013-04,Deutsche Schweiz,50-64 Jahre,2.4
1947,2013-04,Deutsche Schweiz,65 und mehr,0.1
1948,2013-04,Westschweiz und Tessin,15-24 Jahre,4.7
1949,2013-04,Westschweiz und Tessin,25-49 Jahre,4.9
1950,2013-04,Westschweiz und Tessin,50-64 Jahre,3.9
1951,2013-04,Westschweiz und Tessin,65 und mehr,0.1
1960,2013-05,Arbeitslosenquote,alle,3.0
1953,2013-05,Deutsche Schweiz,25-49 Jahre,2.7
1954,2013-05,Deutsche Schweiz,50-64 Jahre,2.4
1955,2013-05,Deutsche Schweiz,65 und mehr,0.1
1956,2013-05,Westschweiz und Tessin,15-24 Jahre,4.4
1957,2013-05,Westschweiz und Tessin,25-49 Jahre,4.7
1958,2013-05,Westschweiz und Tessin,50-64 Jahre,3.9
1959,2013-05,Westschweiz und Tessin,65 und mehr,0.1
1968,2013-06,Arbeitslosenquote,alle,2.9
1961,2013-06,Deutsche Schweiz,25-49 Jahre,2.6
1962,2013-06,Deutsche Schweiz,50-64 Jahre,2.3
1963,2013-06,Deutsche Schweiz,65 und mehr,0.1
1964,2013-06,Westschweiz und Tessin,15-24 Jahre,4.3
1965,2013-06,Westschweiz und Tessin,25-49 Jahre,4.6
1966,2013-06,Westschweiz und Tessin,50-64 Jahre,3.8
1967,2013-06,Westschweiz und Tessin,65 und mehr,0.1
1976,2013-07,Arbeitslosenquote,alle,3.0
1969,2013-07,Deutsche Schweiz,25-49 Jahre,2.6
1970,2013-07,Deutsche Schweiz,50-64 Jahre,2.3
1971,2013-07,Deutsche Schweiz,65 und mehr,0.1
1972,2013-07,Westschweiz und Tessin,15-24 Jahre,4.6
1973,2013-07,Westschweiz und Tessin,25-49 Jahre,4.6
1974,2013-07,Westschweiz und Tessin,50-64 Jahre,3.8
1975,2013-07,Westschweiz und Tessin,65 und mehr,0.1
1984,2013-08,Arbeitslosenquote,alle,3.0
1977,2013-08,Deutsche Schweiz,25-49 Jahre,2.5
1978,2013-08,Deutsche Schweiz,50-64 Jahre,2.3
1979,2013-08,Deutsche Schweiz,65 und mehr,0.1
1980,2013-08,Westschweiz und Tessin,15-24 Jahre,5.3
1981,2013-08,Westschweiz und Tessin,25-49 Jahre,4.6
1982,2013-08,Westschweiz und Tessin,50-64 Jahre,3.7
1983,2013-08,Westschweiz und Tessin,65 und mehr,0.1
1992,2013-09,Arbeitslosenquote,alle,3.0
1985,2013-09,Deutsche Schweiz,25-49 Jahre,2.5
1986,2013-09,Deutsche Schweiz,50-64 Jahre,2.3
1987,2013-09,Deutsche Schweiz,65 und mehr,0.1
1988,2013-09,Westschweiz und Tessin,15-24 Jahre,5.5
1989,2013-09,Westschweiz und Tessin,25-49 Jahre,4.6
1990,2013-09,Westschweiz und Tessin,50-64 Jahre,3.8
1991,2013-09,Westschweiz und Tessin,65 und mehr,0.1
2000,2013-10,Arbeitslosenquote,alle,3.1
1993,2013-10,Deutsche Schweiz,25-49 Jahre,2.6
1994,2013-10,Deutsche Schweiz,50-64 Jahre,2.4
1995,2013-10,Deutsche Schweiz,65 und mehr,0.1
1996,2013-10,Westschweiz und Tessin,15-24 Jahre,5.1
1997,2013-10,Westschweiz und Tessin,25-49 Jahre,4.7
1998,2013-10,Westschweiz und Tessin,50-64 Jahre,3.9
1999,2013-10,Westschweiz und Tessin,65 und mehr,0.1
2008,2013-11,Arbeitslosenquote,alle,3.2
2001,2013-11,Deutsche Schweiz,25-49 Jahre,2.8
2002,2013-11,Deutsche Schweiz,50-64 Jahre,2.5
2003,2013-11,Deutsche Schweiz,65 und mehr,0.1
2004,2013-11,Westschweiz und Tessin,15-24 Jahre,5.1
2005,2013-11,Westschweiz und Tessin,25-49 Jahre,5.0
2006,2013-11,Westschweiz und Tessin,50-64 Jahre,4.1
2007,2013-11,Westschweiz und Tessin,65 und mehr,0.1
2016,2013-12,Arbeitslosenquote,alle,3.5
2009,2013-12,Deutsche Schweiz,25-49 Jahre,3.0
2010,2013-12,Deutsche Schweiz,50-64 Jahre,2.6
2011,2013-12,Deutsche Schweiz,65 und mehr,0.1
2012,2013-12,Westschweiz und Tessin,15-24 Jahre,5.2
2013,2013-12,Westschweiz und Tessin,25-49 Jahre,5.5
2014,2013-12,Westschweiz und Tessin,50-64 Jahre,4.5
2015,2013-12,Westschweiz und Tessin,65 und mehr,0.1
2024,2014-01,Arbeitslosenquote,alle,3.4
2017,2014-01,Deutsche Schweiz,25-49 Jahre,3.0
2018,2014-01,Deutsche Schweiz,50-64 Jahre,2.5
2019,2014-01,Deutsche Schweiz,65 und mehr,0.1
2020,2014-01,Westschweiz und Tessin,15-24 Jahre,5.3
2021,2014-01,Westschweiz und Tessin,25-49 Jahre,5.4
2022,2014-01,Westschweiz und Tessin,50-64 Jahre,4.1
2023,2014-01,Westschweiz und Tessin,65 und mehr,0.1
2032,2014-02,Arbeitslosenquote,alle,3.3
2025,2014-02,Deutsche Schweiz,25-49 Jahre,3.0
2026,2014-02,Deutsche Schweiz,50-64 Jahre,2.4
2027,2014-02,Deutsche Schweiz,65 und mehr,0.1
2028,2014-02,Westschweiz und Tessin,15-24 Jahre,5.1
2029,2014-02,Westschweiz und Tessin,25-49 Jahre,5.3
2030,2014-02,Westschweiz und Tessin,50-64 Jahre,4.0
2031,2014-02,Westschweiz und Tessin,65 und mehr,0.1
2040,2014-03,Arbeitslosenquote,alle,3.2
2033,2014-03,Deutsche Schweiz,25-49 Jahre,2.9
2034,2014-03,Deutsche Schweiz,50-64 Jahre,2.4
2035,2014-03,Deutsche Schweiz,65 und mehr,0.1
2036,2014-03,Westschweiz und Tessin,15-24 Jahre,4.7
2037,2014-03,Westschweiz und Tessin,25-49 Jahre,5.0
2038,2014-03,Westschweiz und Tessin,50-64 Jahre,3.8
2039,2014-03,Westschweiz und Tessin,65 und mehr,0.1
2048,2014-04,Arbeitslosenquote,alle,3.1
2041,2014-04,Deutsche Schweiz,25-49 Jahre,2.8
2042,2014-04,Deutsche Schweiz,50-64 Jahre,2.4
2043,2014-04,Deutsche Schweiz,65 und mehr,0.1
2044,2014-04,Westschweiz und Tessin,15-24 Jahre,4.4
2045,2014-04,Westschweiz und Tessin,25-49 Jahre,4.7
2046,2014-04,Westschweiz und Tessin,50-64 Jahre,3.7
2047,2014-04,Westschweiz und Tessin,65 und mehr,0.1
2056,2014-05,Arbeitslosenquote,alle,2.9
2049,2014-05,Deutsche Schweiz,25-49 Jahre,2.6
2050,2014-05,Deutsche Schweiz,50-64 Jahre,2.3
2051,2014-05,Deutsche Schweiz,65 und mehr,0.1
2052,2014-05,Westschweiz und Tessin,15-24 Jahre,4.1
2053,2014-05,Westschweiz und Tessin,25-49 Jahre,4.5
2054,2014-05,Westschweiz und Tessin,50-64 Jahre,3.5
2055,2014-05,Westschweiz und Tessin,65 und mehr,0.1
2064,2014-06,Arbeitslosenquote,alle,2.8
2057,2014-06,Deutsche Schweiz,25-49 Jahre,2.5
2058,2014-06,Deutsche Schweiz,50-64 Jahre,2.2
2059,2014-06,Deutsche Schweiz,65 und mehr,0.1
2060,2014-06,Westschweiz und Tessin,15-24 Jahre,4.0
2061,2014-06,Westschweiz und Tessin,25-49 Jahre,4.4
2062,2014-06,Westschweiz und Tessin,50-64 Jahre,3.5
2063,2014-06,Westschweiz und Tessin,65 und mehr,0.1
2072,2014-07,Arbeitslosenquote,alle,2.8
2065,2014-07,Deutsche Schweiz,25-49 Jahre,2.5
2066,2014-07,Deutsche Schweiz,50-64 Jahre,2.2
2067,2014-07,Deutsche Schweiz,65 und mehr,0.1
2068,2014-07,Westschweiz und Tessin,15-24 Jahre,4.4
2069,2014-07,Westschweiz und Tessin,25-49 Jahre,4.4
2070,2014-07,Westschweiz und Tessin,50-64 Jahre,3.4
2071,2014-07,Westschweiz und Tessin,65 und mehr,0.1
2080,2014-08,Arbeitslosenquote,alle,2.9
2073,2014-08,Deutsche Schweiz,25-49 Jahre,2.4
2074,2014-08,Deutsche Schweiz,50-64 Jahre,2.2
2075,2014-08,Deutsche Schweiz,65 und mehr,0.1
2076,2014-08,Westschweiz und Tessin,15-24 Jahre,5.1
2077,2014-08,Westschweiz und Tessin,25-49 Jahre,4.4
2078,2014-08,Westschweiz und Tessin,50-64 Jahre,3.4
2079,2014-08,Westschweiz und Tessin,65 und mehr,0.1
2088,2014-09,Arbeitslosenquote,alle,2.9
2081,2014-09,Deutsche Schweiz,25-49 Jahre,2.5
2082,2014-09,Deutsche Schweiz,50-64 Jahre,2.2
2083,2014-09,Deutsche Schweiz,65 und mehr,0.1
2084,2014-09,Westschweiz und Tessin,15-24 Jahre,5.2
2085,2014-09,Westschweiz und Tessin,25-49 Jahre,4.4
2086,2014-09,Westschweiz und Tessin,50-64 Jahre,3.4
2087,2014-09,Westschweiz und Tessin,65 und mehr,0.1
2096,2014-10,Arbeitslosenquote,alle,2.9
2089,2014-10,Deutsche Schweiz,25-49 Jahre,2.6
2090,2014-10,Deutsche Schweiz,50-64 Jahre,2.2
2091,2014-10,Deutsche Schweiz,65 und mehr,0.1
2092,2014-10,Westschweiz und Tessin,15-24 Jahre,4.9
2093,2014-10,Westschweiz und Tessin,25-49 Jahre,4.5
2094,2014-10,Westschweiz und Tessin,50-64 Jahre,3.5
2095,2014-10,Westschweiz und Tessin,65 und mehr,0.1
2104,2014-11,Arbeitslosenquote,alle,3.0
2097,2014-11,Deutsche Schweiz,25-49 Jahre,2.7
2098,2014-11,Deutsche Schweiz,50-64 Jahre,2.3
2099,2014-11,Deutsche Schweiz,65 und mehr,0.1
2100,2014-11,Westschweiz und Tessin,15-24 Jahre,4.9
2101,2014-11,Westschweiz und Tessin,25-49 Jahre,4.7
2102,2014-11,Westschweiz und Tessin,50-64 Jahre,3.6
2103,2014-11,Westschweiz und Tessin,65 und mehr,0.1
2112,2014-12,Arbeitslosenquote,alle,3.3
2105,2014-12,Deutsche Schweiz,25-49 Jahre,2.9
2106,2014-12,Deutsche Schweiz,50-64 Jahre,2.4
2107,2014-12,Deutsche Schweiz,65 und mehr,0.1
2108,2014-12,Westschweiz und Tessin,15-24 Jahre,5.0
2109,2014-12,Westschweiz und Tessin,25-49 Jahre,5.2
2110,2014-12,Westschweiz und Tessin,50-64 Jahre,4.0
2111,2014-12,Westschweiz und Tessin,65 und mehr,0.1
2120,2015-01,Arbeitslosenquote,alle,3.4
2113,2015-01,Deutsche Schweiz,25-49 Jahre,3.0
2114,2015-01,Deutsche Schweiz,50-64 Jahre,2.5
2115,2015-01,Deutsche Schweiz,65 und mehr,0.1
2116,2015-01,Westschweiz und Tessin,15-24 Jahre,5.1
2117,2015-01,Westschweiz und Tessin,25-49 Jahre,5.3
2118,2015-01,Westschweiz und Tessin,50-64 Jahre,4.1
2119,2015-01,Westschweiz und Tessin,65 und mehr,0.1
2128,2015-02,Arbeitslosenquote,alle,3.3
2121,2015-02,Deutsche Schweiz,25-49 Jahre,3.0
2122,2015-02,Deutsche Schweiz,50-64 Jahre,2.5
2123,2015-02,Deutsche Schweiz,65 und mehr,0.1
2124,2015-02,Westschweiz und Tessin,15-24 Jahre,5.0
2125,2015-02,Westschweiz und Tessin,25-49 Jahre,5.2
